2007,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,16.33178082
2007,56196,104.733333,31.45,474662.6724,3479505.745,522.7,17.8260274
2008,56187,103.833333,30.7,388272.0573,3396935.969,539.3,16.35409836
2008,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,15.58278689
2008,56196,104.733333,31.45,474662.6724,3479505.745,522.7,16.8204918
2009,56187,103.833333,30.7,388272.0573,3396935.969,539.3,16.7690411
2009,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,15.99369863
2009,56196,104.733333,31.45,474662.6724,3479505.745,522.7,17.04438356
2010,56187,103.833333,30.7,388272.0573,3396935.969,539.3,16.07753425
2010,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,15.84054795
2010,56196,104.733333,31.45,474662.6724,3479505.745,522.7,16.72684932
2011,56187,103.833333,30.7,388272.0573,3396935.969,539.3,15.96191781
2011,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,15.89260274
2011,56196,104.733333,31.45,474662.6724,3479505.745,522.7,16.56027397
2012,56187,103.833333,30.7,388272.0573,3396935.969,539.3,15.88989071
2012,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,15.72513661
2012,56196,104.733333,31.45,474662.6724,3479505.745,522.7,16.47377049
2013,56187,103.833333,30.7,388272.0573,3396935.969,539.3,16.91506849
2013,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,16.96
2013,56196,104.733333,31.45,474662.6724,3479505.745,522.7,17.75863014
2014,56187,103.833333,30.7,388272.0573,3396935.969,539.3,16.05178082
2014,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,16.22684932
2014,56196,104.733333,31.45,474662.6724,3479505.745,522.7,17.39945205
2015,56187,103.833333,30.7,388272.0573,3396935.969,539.3,16.81753425
2015,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,16.92821918
2015,56196,104.733333,31.45,474662.6724,3479505.745,522.7,18.12958904
2016,56187,103.833333,30.7,388272.0573,3396935.969,539.3,16.81256831
2016,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,16.77568306
2016,56196,104.733333,31.45,474662.6724,3479505.745,522.7,17.87868852
2017,56187,103.833333,30.7,388272.0573,3396935.969,539.3,16.61369863
2017,56188,103.666667,30.983333,372684.3443,3428517.537,706.7,16.48986301
2017,56196,104.733333,31.45,474662.6724,3479505.745,522.7,17.62191781
