"Z" "P1"
"1" 0 0
"2" 2.43036503598632 0.0150836225946948
"3" 2.265594525072 0.0234762206100809
"4" 2.265594525072 0.0234762206100809
"5" 1.85366824778618 0.0637866370479415
"6" 3.17183233510079 0.00151480435398805
"7" -1.11220094867171 0.26605176012296
"8" 2.18320926961483 0.0290204024405664
"9" 3.00706182418647 0.00263786108946296
"10" 2.18320926961483 0.0290204024405664
"11" 2.265594525072 0.0234762206100809
"12" 2.0184387587005 0.0435455862143218
"13" 3.50137335692945 0.000462866900861784
"14" 2.43036503598632 0.0150836225946948
"15" 0.700274671385889 0.483755786496452
"16" 2.0184387587005 0.0435455862143218
"17" 2.59513554690065 0.00945536216161589
"18" 1.3593567150432 0.174033580208164
"19" 2.34797978052916 0.0188755459296659
"20" 2.43036503598632 0.0150836225946948
"21" 1.85366824778618 0.0637866370479415
"22" 2.265594525072 0.0234762206100809
"23" 1.85366824778618 0.0637866370479415
"24" 2.9246765687293 0.0034481439971858
"25" 1.85366824778618 0.0637866370479415
"26" -1.68889773687185 0.0912390290553886
"27" -0.700274671385889 0.483755786496452
"28" 0.205963138642909 0.836819705051275
"29" 1.3593567150432 0.174033580208164
"30" 0.782659926843053 0.433826840365301
"31" 2.59513554690065 0.00945536216161589
"32" 2.34797978052916 0.0188755459296659
"33" 2.9246765687293 0.0034481439971858
"34" 0.0411926277285817 0.967142330906372
"35" 2.10082401415767 0.0356564176022276
"36" 2.0184387587005 0.0435455862143218
"37" 1.77128299232901 0.076513654241399
"38" 0.453118905014399 0.650463122950713
"39" 0.782659926843053 0.433826840365301
"40" 2.0184387587005 0.0435455862143218
"41" 2.265594525072 0.0234762206100809
"42" 2.9246765687293 0.0034481439971858
"43" 1.93605350324334 0.0528611484384968
"44" 2.51275029144349 0.0119794094391137
"45" 0.865045182300216 0.387013990315225
"46" 1.27697145958603 0.201612323534696
"47" 1.3593567150432 0.174033580208164
"48" 1.02981569321454 0.303096532467549
"49" 2.0184387587005 0.0435455862143218
"50" 1.77128299232901 0.076513654241399
"51" 1.60651248141469 0.108161354779969
"52" 1.68889773687185 0.0912390290553886
"53" 2.10082401415767 0.0356564176022276
"54" 2.59513554690065 0.00945536216161589
"55" 0.700274671385889 0.483755786496452
"56" 3.33660284601512 0.000848090438710058
"57" 0.0411926277285817 0.967142330906372
"58" 1.11220094867171 0.26605176012296
"59" 1.52412722595752 0.127476932741378
"60" 1.77128299232901 0.076513654241399
"61" 2.18320926961483 0.0290204024405664
"62" 1.68889773687185 0.0912390290553886
"63" -0.617889415928726 0.536648236300515
"64" 2.34797978052916 0.0188755459296659
"65" 1.44174197050036 0.14937517875499
"66" 1.52412722595752 0.127476932741378
"67" 1.77128299232901 0.076513654241399
"68" 0.94743043775738 0.343419487182742
"69" 0.453118905014399 0.650463122950713
"70" 1.27697145958603 0.201612323534696
"71" 0 1
"72" 0.700274671385889 0.483755786496452
"73" 2.67752080235781 0.00741692466882785
"74" 1.52412722595752 0.127476932741378
"75" 0.989462898342059 0.322436713742995
"76" 1.44174197050036 0.14937517875499
"77" 1.19458620412887 0.232248741984054
"78" 1.19458620412887 0.232248741984054
"79" 2.0184387587005 0.0435455862143218
"80" 1.19458620412887 0.232248741984054
"81" -0.782659926843053 0.433826840365301
"82" 1.02981569321454 0.303096532467549
"83" 1.19458620412887 0.232248741984054
"84" 1.44174197050036 0.14937517875499
"85" 0.453118905014399 0.650463122950713
"86" 2.34797978052916 0.0188755459296659
"87" 0.535504160471562 0.59230128143299
"88" 1.44174197050036 0.14937517875499
"89" 1.77128299232901 0.076513654241399
"90" -1.93605350324334 0.0528611484384968
"91" -0.865045182300216 0.387013990315225
"92" 1.27697145958603 0.201612323534696
"93" 2.18320926961483 0.0290204024405664
"94" 1.68889773687185 0.0912390290553886
"95" 1.77128299232901 0.076513654241399
"96" 1.44174197050036 0.14937517875499
"97" 2.18320926961483 0.0290204024405664
"98" 1.77128299232901 0.076513654241399
"99" 1.02981569321454 0.303096532467549
"100" 2.51275029144349 0.0119794094391137
"101" 0.535504160471562 0.59230128143299
"102" 0.205963138642909 0.836819705051275
"103" -0.123577883185745 0.901649504895373
"104" 0.0411926277285817 0.967142330906372
"105" -0.370733649557236 0.710835924814926
"106" -0.453118905014399 0.650463122950713
"107" 1.11220094867171 0.26605176012296
"108" -0.94743043775738 0.343419487182742
"109" -0.0411926277285817 0.967142330906372
"110" 1.11220094867171 0.26605176012296
"111" 0.535504160471562 0.59230128143299
"112" 0.453118905014399 0.650463122950713
"113" 1.11220094867171 0.26605176012296
"114" 0.288348394100072 0.773080066312313
"115" 0.700274671385889 0.483755786496452
"116" 1.02981569321454 0.303096532467549
"117" -2.34797978052916 0.0188755459296659
"118" 0.205963138642909 0.836819705051275
"119" 1.44174197050036 0.14937517875499
"120" -0.94743043775738 0.343419487182742
"121" 0.288348394100072 0.773080066312313
"122" -2.10082401415767 0.0356564176022276
"123" 0.94743043775738 0.343419487182742
"124" 1.19458620412887 0.232248741984054
"125" -0.0411926277285817 0.967142330906372
"126" 1.44174197050036 0.14937517875499
"127" 1.27697145958603 0.201612323534696
"128" 1.27697145958603 0.201612323534696
"129" 1.11220094867171 0.26605176012296
"130" -0.700274671385889 0.483755786496452
"131" -0.370733649557236 0.710835924814926
"132" 0.782659926843053 0.433826840365301
"133" 0.94743043775738 0.343419487182742
"134" 1.77128299232901 0.076513654241399
"135" 1.3593567150432 0.174033580208164
"136" -0.0411926277285817 0.967142330906372
"137" -2.265594525072 0.0234762206100809
"138" 0.617889415928726 0.536648236300515
"139" 0.535504160471562 0.59230128143299
"140" 1.68889773687185 0.0912390290553886
"141" 0.865045182300216 0.387013990315225
"142" 1.19458620412887 0.232248741984054
"143" 1.19458620412887 0.232248741984054
"144" -2.43036503598632 0.0150836225946948
"145" 0.865045182300216 0.387013990315225
"146" -0.453118905014399 0.650463122950713
"147" -2.43036503598632 0.0150836225946948
"148" 1.44174197050036 0.14937517875499
"149" 2.265594525072 0.0234762206100809
"150" -1.3593567150432 0.174033580208164
"151" 1.44174197050036 0.14937517875499
"152" -1.77128299232901 0.076513654241399
"153" 2.10082401415767 0.0356564176022276
